fisier,idx,sub,label,scor_propriu,scor_inainte,scor_inapoi,scor_max,best_idx
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,5,1,propriu,23,,8,23,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,1,1,propriu,18,4,,18,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,2,1,propriu,19,8,8,19,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,3,1,propriu,22,21,8,22,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,4,1,propriu,24,6,11,24,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,5,1,propriu,19,5,2,19,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,6,1,propriu,21,,8,21,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia5-editare-imagini.html,1,1,propriu,18,9,,18,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia5-editare-imagini.html,2,1,propriu,6,1,4,6,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia5-editare-imagini.html,3,1,propriu,15,7,2,15,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia5-editare-imagini.html,4,1,propriu,15,3,2,15,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia5-editare-imagini.html,5,1,propriu,10,,4,10,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,1,1,propriu,13,8,,13,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,2,1,propriu,13,9,6,13,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,3,1,propriu,10,9,4,10,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,4,1,decalat_inapoi,9,9,15,15,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,5,1,propriu,17,8,8,17,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m1-competente-digitale\lectia6-proiect-integrator.html,6,1,propriu,16,,10,16,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia1-instrumente-web.html,1,1,propriu,12,4,,12,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia1-instrumente-web.html,2,1,propriu,22,13,12,22,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia1-instrumente-web.html,3,1,propriu,33,13,13,33,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia1-instrumente-web.html,4,1,propriu,39,22,14,39,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia1-instrumente-web.html,5,1,propriu,14,3,8,14,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia1-instrumente-web.html,6,1,propriu,16,,5,16,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia2-structura-paginii.html,1,1,propriu,16,8,,16,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia2-structura-paginii.html,2,1,altul,9,9,8,12,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia2-structura-paginii.html,3,1,propriu,18,8,4,18,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia2-structura-paginii.html,4,1,propriu,21,8,8,21,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia2-structura-paginii.html,5,1,propriu,21,8,6,21,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia2-structura-paginii.html,6,1,propriu,30,,10,30,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia3-elemente-continut.html,1,1,propriu,16,2,,16,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia3-elemente-continut.html,2,1,propriu,14,6,8,14,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia3-elemente-continut.html,3,1,propriu,22,10,3,22,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia3-elemente-continut.html,4,1,propriu,17,8,6,17,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia3-elemente-continut.html,5,1,propriu,21,5,5,21,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia3-elemente-continut.html,6,1,propriu,26,,7,26,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia4-navigare-linkuri.html,1,1,propriu,19,8,,19,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia4-navigare-linkuri.html,2,1,propriu,21,16,14,21,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia4-navigare-linkuri.html,3,1,propriu,23,11,12,23,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia4-navigare-linkuri.html,4,1,propriu,15,7,11,15,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia4-navigare-linkuri.html,5,1,propriu,28,14,12,28,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia4-navigare-linkuri.html,6,1,propriu,33,,13,33,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia5-criterii-publicare.html,1,1,propriu,18,8,,18,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia5-criterii-publicare.html,2,1,propriu,16,11,11,16,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia5-criterii-publicare.html,3,1,propriu,23,5,6,23,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia5-criterii-publicare.html,4,1,propriu,25,11,8,25,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia5-criterii-publicare.html,5,1,propriu,27,12,10,27,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m2-web-creare-site\lectia5-criterii-publicare.html,6,1,propriu,19,,3,19,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia1-notiunea-de-proiect.html,1,1,decalat_inainte,7,12,,12,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia1-notiunea-de-proiect.html,2,1,propriu,14,7,10,14,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia1-notiunea-de-proiect.html,3,1,propriu,18,5,7,18,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia1-notiunea-de-proiect.html,4,1,propriu,16,11,2,16,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia1-notiunea-de-proiect.html,5,1,propriu,16,4,7,16,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia1-notiunea-de-proiect.html,6,1,propriu,12,,5,12,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia2-manager-echipa.html,1,1,propriu,13,4,,13,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia2-manager-echipa.html,2,1,propriu,18,7,8,18,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia2-manager-echipa.html,3,1,propriu,15,5,6,15,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia2-manager-echipa.html,4,1,propriu,18,10,5,18,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia2-manager-echipa.html,5,1,propriu,18,13,11,18,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia2-manager-echipa.html,6,1,propriu,18,,18,18,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia3-plan-wbs.html,1,1,propriu,13,9,,13,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia3-plan-wbs.html,2,1,propriu,16,6,3,16,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia3-plan-wbs.html,3,1,propriu,16,7,5,16,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia3-plan-wbs.html,4,1,propriu,10,10,5,10,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia3-plan-wbs.html,5,1,propriu,18,16,12,18,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia3-plan-wbs.html,6,1,propriu,29,,18,29,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia4-grafic-traiectorie-critica.html,1,1,propriu,14,4,,14,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia4-grafic-traiectorie-critica.html,2,1,propriu,10,6,7,10,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia4-grafic-traiectorie-critica.html,3,1,propriu,6,5,3,6,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia4-grafic-traiectorie-critica.html,4,1,propriu,16,15,5,16,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia4-grafic-traiectorie-critica.html,5,1,propriu,14,8,9,14,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia4-grafic-traiectorie-critica.html,6,1,propriu,25,,6,25,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia5-monitorizare-evaluare.html,1,1,propriu,13,3,,13,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia5-monitorizare-evaluare.html,2,1,propriu,15,11,6,15,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia5-monitorizare-evaluare.html,3,1,propriu,12,5,3,12,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia5-monitorizare-evaluare.html,4,1,propriu,21,7,7,21,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia5-monitorizare-evaluare.html,5,1,propriu,23,6,6,23,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m3-management-proiect\lectia5-monitorizare-evaluare.html,6,1,propriu,21,,7,21,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia1-instrumente-software.html,1,1,propriu,22,14,,22,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia1-instrumente-software.html,2,1,propriu,21,9,8,21,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia1-instrumente-software.html,3,1,propriu,13,7,11,13,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia1-instrumente-software.html,4,1,propriu,16,7,3,16,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia1-instrumente-software.html,5,1,propriu,19,14,6,19,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia1-instrumente-software.html,6,1,propriu,22,,9,22,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia2-proiect-integrator.html,1,1,propriu,17,4,,17,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia2-proiect-integrator.html,2,1,propriu,15,4,3,15,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia2-proiect-integrator.html,3,1,propriu,20,7,4,20,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia2-proiect-integrator.html,4,1,propriu,18,16,15,18,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia2-proiect-integrator.html,5,1,propriu,12,1,2,12,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls12\m4-instrumente-proiect\lectia2-proiect-integrator.html,6,1,propriu,23,,10,23,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,1,1,propriu,9,5,,9,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,2,1,propriu,15,3,6,15,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,3,1,propriu,4,3,4,4,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,4,1,propriu,15,8,2,15,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,5,1,propriu,29,9,5,29,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia1-sisteme-calcul.html,6,1,propriu,15,,5,15,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,1,1,propriu,13,5,,13,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,2,1,propriu,17,4,3,17,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,3,1,propriu,14,8,7,14,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,4,1,decalat_inapoi,7,4,9,9,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,5,1,propriu,14,4,1,14,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m1-sisteme-retele\lectia2-retele-internet.html,6,1,propriu,15,,3,15,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,1,1,propriu,13,4,,13,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,2,1,propriu,15,2,2,15,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,3,1,propriu,17,1,4,17,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,4,1,propriu,15,5,6,15,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia1-identitate-siguranta.html,5,1,propriu,9,,5,9,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,1,1,propriu,9,7,,9,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,2,1,altul,5,4,2,6,6
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,3,1,propriu,12,4,7,12,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,4,1,propriu,10,5,2,10,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,5,1,propriu,20,5,4,20,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia2-drepturi-gdpr.html,6,1,altul,13,,5,14,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,1,1,propriu,16,11,,16,1
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,2,1,propriu,10,6,6,10,2
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,3,1,propriu,9,2,6,9,3
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,4,1,propriu,14,5,2,14,4
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,5,1,propriu,20,5,2,20,5
C:\00\Projects\LearningHub\content\liceu\tehnologic\cls9\m2-societate-digitala\lectia3-comunicare-ai.html,6,1,propriu,11,,3,11,6
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia1-documente-formatare.html,1,1,propriu,9,2,,9,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia1-documente-formatare.html,2,1,propriu,23,8,6,23,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia1-documente-formatare.html,3,1,propriu,17,2,7,17,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia1-documente-formatare.html,4,1,propriu,10,1,0,10,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia1-documente-formatare.html,5,1,propriu,9,,2,9,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,1,1,propriu,15,14,,15,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,2,1,propriu,15,7,6,15,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,3,1,propriu,12,6,9,12,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,4,1,propriu,15,6,2,15,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia2-stiluri-cuprins.html,5,1,propriu,12,,4,12,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,1,1,propriu,15,8,,15,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,2,1,propriu,15,12,14,15,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,3,1,propriu,18,7,6,18,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,4,1,propriu,12,7,8,12,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,5,1,altul,9,2,5,11,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,6,1,propriu,11,2,4,11,6
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,7,1,propriu,13,1,0,13,7
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,8,1,propriu,11,4,2,11,8
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,9,1,propriu,14,4,3,14,9
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m1-procesare-text\lectia3-corespondenta-aplicatie.html,10,1,propriu,19,,3,19,10
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,1,1,propriu,13,4,,13,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,2,1,propriu,13,3,5,13,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,3,1,propriu,7,6,5,7,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,4,1,propriu,10,3,6,10,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,5,1,propriu,15,,3,15,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,1,1,propriu,9,8,,9,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,2,1,propriu,7,1,2,7,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,3,1,propriu,15,5,4,15,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,4,1,propriu,17,5,5,17,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,5,1,propriu,21,,5,21,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,1,1,decalat_inainte,10,11,,11,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,2,1,decalat_inapoi,8,9,9,9,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,3,1,propriu,12,6,6,12,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,4,1,propriu,18,10,10,18,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls10\m2-calcul-tabelar\lectia3-aplicatie.html,5,1,propriu,16,,11,16,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,1,1,propriu,5,2,,5,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,2,1,propriu,7,5,2,7,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,3,1,propriu,10,5,1,10,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,4,1,propriu,9,2,6,9,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m1-prezentari-multimedia\lectia1-prezentare-eficienta.html,5,1,propriu,14,,2,14,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia1-imagine-digitala.html,1,1,propriu,13,5,,13,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia1-imagine-digitala.html,2,1,propriu,16,2,3,16,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia1-imagine-digitala.html,3,1,propriu,9,6,1,9,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia1-imagine-digitala.html,4,1,propriu,19,7,5,19,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia1-imagine-digitala.html,5,1,propriu,18,6,5,18,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia1-imagine-digitala.html,6,1,propriu,14,,12,14,6
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia2-pagini-web.html,1,1,propriu,12,3,,12,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia2-pagini-web.html,2,1,propriu,7,1,6,7,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia2-pagini-web.html,3,1,propriu,14,4,1,14,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia2-pagini-web.html,4,1,propriu,10,1,5,10,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia2-pagini-web.html,5,1,propriu,4,2,4,4,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls11\m2-imagini-web\lectia2-pagini-web.html,6,1,propriu,8,,2,8,6
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,1,1,propriu,13,5,,13,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,2,1,propriu,15,4,11,15,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,3,1,propriu,9,6,5,9,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,4,1,propriu,10,2,4,10,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,5,1,propriu,7,4,3,7,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia1-calculator-fisiere.html,6,1,propriu,15,,6,15,6
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia2-procesare-text.html,1,1,propriu,20,13,,20,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia2-procesare-text.html,2,1,propriu,26,8,5,26,2
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia2-procesare-text.html,3,1,propriu,25,12,9,25,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia2-procesare-text.html,4,1,propriu,25,4,7,25,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia2-procesare-text.html,5,1,propriu,20,12,15,20,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia2-procesare-text.html,6,1,propriu,16,,7,16,6
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,1,1,propriu,12,5,,12,1
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,2,1,decalat_inainte,8,11,10,11,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,3,1,propriu,19,4,4,19,3
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,4,1,propriu,21,5,3,21,4
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia3-calcul-tabelar.html,5,1,propriu,12,,3,12,5
C:\00\Projects\LearningHub\content\liceu\umanist\cls12\m1-competente-digitale\lectia4-prezentari-internet.html,1,1,propriu,11,7,,11,1
